 
# GREAT version 2.0.2	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
TreeFam	TF327117	Peroxisomal membrane protein PEX13	75	9.842089e-3	1.000000e+0	1.000000e+0	1.011060e+2	9.890607e-3	1	4.755099e-5	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	33	PEX13
TreeFam	TF338776	Bcl-2-binding component 3	76	9.986184e-3	1.000000e+0	1.000000e+0	9.963992e+1	1.003614e-2	1	4.825066e-5	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	39	BBC3
TreeFam	TF101142	Cyclin-dependent kinases regulatory subunit	77	1.000914e-2	1.000000e+0	1.000000e+0	9.941023e+1	1.005933e-2	1	4.836215e-5	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	41	CKS1B
TreeFam	TF300390	Pyruvate kinase isozymes M1/M2 R/L	78	1.011774e-2	1.000000e+0	1.000000e+0	9.833788e+1	1.016902e-2	1	4.888952e-5	4.807692e-3	142	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	32	PKM2
TreeFam	TF106109	hypothetical protein LOC150962	79	1.014458e-2	1.000000e+0	1.000000e+0	9.807637e+1	1.019614e-2	1	4.901988e-5	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	33	PUS10
TreeFam	TF314481	Small nuclear ribonucleoprotein F	80	1.030798e-2	1.000000e+0	1.000000e+0	9.651372e+1	1.036122e-2	1	4.981356e-5	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	30	SNRPF
TreeFam	TF319820	WW domain-binding protein 7 Zinc finger HRX	81	1.067808e-2	1.000000e+0	1.000000e+0	9.315127e+1	1.073523e-2	1	5.161167e-5	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	40	MLL4
TreeFam	TF336244	Stannin	82	1.083364e-2	1.000000e+0	1.000000e+0	9.180661e+1	1.089246e-2	1	5.236760e-5	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	33	SNN
TreeFam	TF105655	karyopherin (importin) beta 1	83	1.143347e-2	1.000000e+0	1.000000e+0	8.696399e+1	1.149901e-2	1	5.528371e-5	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	31	KPNB1
TreeFam	TF300306	Glycogen [starch] synthase, liver muscle	84	1.167728e-2	1.000000e+0	1.000000e+0	8.513784e+1	1.174566e-2	1	5.646951e-5	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	33	GYS1
TreeFam	TF300236	60S ribosomal protein L26-like 1 L26	85	1.183871e-2	1.000000e+0	1.000000e+0	8.397011e+1	1.190900e-2	1	5.725481e-5	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	30	RPL26L1
TreeFam	TF106492	Aldo-keto reductase family 1	86	1.200686e-2	1.000000e+0	1.000000e+0	1.220129e+1	1.639171e-1	2	7.880629e-4	9.615385e-3	2	2.616176e-4	1.000000e+0	1.000000e+0	2.188816e+1	1.370604e-1	3	8	9.868421e-3	3.750000e-1	33,33	AKR1B10,AKR1C3,AKR1C4
TreeFam	TF319104	LASP1/NEBL/NEB-203	87	1.275020e-2	1.000000e+0	1.000000e+0	1.181990e+1	1.692061e-1	2	8.134911e-4	9.615385e-3	1	1.966710e-5	1.570025e-1	1.570025e-1	4.377632e+1	6.853021e-2	3	4	9.868421e-3	7.500000e-1	32,34	LASP1,LASP1,NEBL
TreeFam	TF300036	40S ribosomal protein S27a	88	1.280645e-2	1.000000e+0	1.000000e+0	7.758701e+1	1.288876e-2	1	6.196517e-5	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	30	RPS27A
TreeFam	TF354253	Endoplasmic reticulum-Golgi intermediate compartment protein 1	89	1.287326e-2	1.000000e+0	1.000000e+0	7.718173e+1	1.295643e-2	1	6.229055e-5	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	30	ERGIC1
TreeFam	TF318445	Period circadian protein homolog	90	1.325983e-2	1.000000e+0	1.000000e+0	7.491701e+1	1.334810e-2	1	6.417357e-5	4.807692e-3	142	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	33	PER1
TreeFam	TF332518	Thioesterase superfamily member 4 5	91	1.330295e-2	1.000000e+0	1.000000e+0	7.467261e+1	1.339179e-2	1	6.438361e-5	4.807692e-3	142	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	38	WBP2
TreeFam	TF317350	precursor	92	1.341936e-2	1.000000e+0	1.000000e+0	7.402049e+1	1.350977e-2	1	6.495083e-5	4.807692e-3	142	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	36	SERPINF2
TreeFam	TF313182	Craniofacial development protein 1	93	1.390924e-2	1.000000e+0	1.000000e+0	7.139588e+1	1.400641e-2	1	6.733851e-5	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	33	CFDP1
TreeFam	TF324848	Protein atonal homolog 8	94	1.391390e-2	1.000000e+0	1.000000e+0	7.137180e+1	1.401114e-2	1	6.736123e-5	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	31	ATOH8
TreeFam	TF106001	v-myc myelocytomatosis viral oncogene	95	1.398378e-2	1.000000e+0	1.000000e+0	1.125538e+1	1.776928e-1	2	8.542925e-4	9.615385e-3	142	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	31,32	MYC
TreeFam	TF105392	integrin, beta	96	1.413627e-2	1.000000e+0	1.000000e+0	1.119077e+1	1.787187e-1	2	8.592244e-4	9.615385e-3	12	9.727275e-3	1.000000e+0	1.000000e+0	1.297076e+1	1.541930e-1	2	9	6.578947e-3	2.222222e-1	30,33	ITGB1,ITGB5
TreeFam	TF314635	Intraflagellar transport protein 81 homolog	97	1.426138e-2	1.000000e+0	1.000000e+0	6.962066e+1	1.436355e-2	1	6.905554e-5	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	47	IFT81
TreeFam	TF314296	TBC1 domain family member 17 15	98	1.453666e-2	1.000000e+0	1.000000e+0	6.829277e+1	1.464284e-2	1	7.039826e-5	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	47	TBC1D17
TreeFam	TF106192	translocase of inner mitochondrial membrane 9 homolog (yeast)	99	1.490125e-2	1.000000e+0	1.000000e+0	6.660963e+1	1.501285e-2	1	7.217714e-5	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	33	TIMM9
TreeFam	TF313834	U1 small nuclear ribonucleoprotein A U2 B	100	1.538024e-2	1.000000e+0	1.000000e+0	6.451962e+1	1.549916e-2	1	7.451520e-5	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	36	SNRPA
TreeFam	TF324061	7SK snRNA methylphosphate capping enzyme Probable methyltransferase BCDIN3D	101	1.542347e-2	1.000000e+0	1.000000e+0	6.433736e+1	1.554307e-2	1	7.472629e-5	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	31	MEPCE
TreeFam	TF329763	Lymphokine-activated killer T-cell-originated protein kinase	102	1.560197e-2	1.000000e+0	1.000000e+0	6.359558e+1	1.572436e-2	1	7.559790e-5	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	30	PBK
TreeFam	TF101056	Cell division cycle 25	103	1.564176e-2	1.000000e+0	1.000000e+0	6.343253e+1	1.576478e-2	1	7.579222e-5	4.807692e-3	142	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	31	CDC25B
TreeFam	TF316755	Pleckstrin homology domain-containing family G member 6 5	104	1.578601e-2	1.000000e+0	1.000000e+0	6.284830e+1	1.591133e-2	1	7.649678e-5	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	32	PLEKHG6
TreeFam	TF317921	FERM domain-containing protein 8 Krev interaction trapped 1	105	1.581800e-2	1.000000e+0	1.000000e+0	6.272021e+1	1.594382e-2	1	7.665300e-5	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	36	FRMD8
TreeFam	TF329106	McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin	106	1.582222e-2	1.000000e+0	1.000000e+0	6.270334e+1	1.594811e-2	1	7.667362e-5	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	41	MKKS
TreeFam	TF318501	Cleft lip and palate transmembrane protein 1-like 1	107	1.623547e-2	1.000000e+0	1.000000e+0	6.109459e+1	1.636806e-2	1	7.869260e-5	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	32	CLPTM1
TreeFam	TF318348	Peroxisomal N(1)-acetyl-spermine/spermidine oxidase Spermine	108	1.746167e-2	1.000000e+0	1.000000e+0	5.676921e+1	1.761518e-2	1	8.468837e-5	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	30	SMOX
TreeFam	TF330769	UPF0492 protein C20orf94	109	1.749175e-2	1.000000e+0	1.000000e+0	5.667076e+1	1.764578e-2	1	8.483550e-5	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	41	C20orf94
TreeFam	TF332097	Sodium channel subunit beta-1 precursor beta-3	110	1.786710e-2	1.000000e+0	1.000000e+0	5.546970e+1	1.802786e-2	1	8.667240e-5	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	31	SCN1B
TreeFam	TF351636	kinase receptor precursor Insulin-like growth factor 1 [Contains: Insulin receptor-related protein	111	1.787705e-2	1.000000e+0	1.000000e+0	9.874524e+0	2.025414e-1	2	9.737567e-4	9.615385e-3	219	9.850503e-2	1.000000e+0	1.000000e+0	9.728070e+0	1.027953e-1	1	6	3.289474e-3	1.666667e-1	38,44	IGF1R
TreeFam	TF326217	DNA-binding protein inhibitor	112	1.800245e-2	1.000000e+0	1.000000e+0	9.837646e+0	2.033007e-1	2	9.774071e-4	9.615385e-3	5	1.715864e-3	1.000000e+0	1.000000e+0	2.918421e+1	6.853021e-2	2	4	6.578947e-3	5.000000e-1	31,34	ID1,ID3
TreeFam	TF315303	receptor	113	1.939484e-2	1.000000e+0	1.000000e+0	5.333614e+0	5.624704e-1	3	2.704185e-3	1.442308e-2	263	2.674390e-1	1.000000e+0	1.000000e+0	3.242690e+0	3.083859e-1	1	18	3.289474e-3	5.555556e-2	33,37,51	PPYR1
TreeFam	TF332297	Beta-1,4 N-acetylgalactosaminyltransferase 2 (Sd(a) beta- 1,4-GalNAc transferase) 1 (-galactosylglucosylceramide)	114	1.978305e-2	1.000000e+0	1.000000e+0	5.004907e+1	1.998039e-2	1	9.605958e-5	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	37	B4GALNT2
TreeFam	TF317301	Heterogeneous nuclear ribonucleoprotein U-like protein	115	2.021580e-2	1.000000e+0	1.000000e+0	4.896697e+1	2.042193e-2	1	9.818235e-5	4.807692e-3	142	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	32	HNRNPUL1
TreeFam	TF323254	protein WD repeat-containing	116	2.091717e-2	1.000000e+0	1.000000e+0	4.730826e+1	2.113796e-2	1	1.016248e-4	4.807692e-3	142	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	31	WDR62
TreeFam	TF315122	Abhydrolase domain-containing protein	117	2.244321e-2	1.000000e+0	1.000000e+0	4.405741e+1	2.269766e-2	1	1.091233e-4	4.807692e-3	142	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	57	ABHD12
TreeFam	TF315060	Barrier-to-autointegration factor factor-like protein	118	2.279729e-2	1.000000e+0	1.000000e+0	4.336535e+1	2.305989e-2	1	1.108648e-4	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	33	BANF1
TreeFam	TF324551	Serine/threonine-protein kinase ULK1 ULK2	119	2.308185e-2	1.000000e+0	1.000000e+0	4.282455e+1	2.335109e-2	1	1.122649e-4	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	34	ULK2
TreeFam	TF300174	Histone H4	120	2.322239e-2	1.000000e+0	1.000000e+0	4.256233e+1	2.349495e-2	1	1.129565e-4	4.807692e-3	258	2.284227e-1	1.000000e+0	1.000000e+0	3.891228e+0	2.569883e-1	1	15	3.289474e-3	6.666667e-2	41	HIST4H4
TreeFam	TF331695	Ankyrin repeat and SOCS box protein 7	121	2.335553e-2	1.000000e+0	1.000000e+0	4.231684e+1	2.363125e-2	1	1.136118e-4	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	30	ASB7
TreeFam	TF354318	Heterogeneous nuclear ribonucleoprotein L L-like	122	2.425792e-2	1.000000e+0	1.000000e+0	4.072400e+1	2.455554e-2	1	1.180555e-4	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	66	HNRNPL
TreeFam	TF300511	S-adenosylmethionine synthetase isoform type-2 type-1	123	2.464297e-2	1.000000e+0	1.000000e+0	4.007985e+1	2.495019e-2	1	1.199529e-4	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	33	MAT2A
TreeFam	TF320166	NF-kappa-B inhibitor	124	2.495620e-2	1.000000e+0	1.000000e+0	3.957050e+1	2.527135e-2	1	1.214969e-4	4.807692e-3	181	6.679459e-2	1.000000e+0	1.000000e+0	1.459211e+1	6.853021e-2	1	4	3.289474e-3	2.500000e-1	30	NFKBIA
TreeFam	TF332127	RING finger protein	125	2.517529e-2	1.000000e+0	1.000000e+0	3.922177e+1	2.549605e-2	1	1.225771e-4	4.807692e-3	142	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	30	RNF24
TreeFam	TF324680	Protein CREG1 precursor CREG2	126	2.535883e-2	1.000000e+0	1.000000e+0	3.893426e+1	2.568432e-2	1	1.234823e-4	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	36	CREG1
TreeFam	TF315130	Mitochondrial 28S ribosomal protein S10 39S L48, mitochondrial precursor	127	2.561346e-2	1.000000e+0	1.000000e+0	3.854221e+1	2.594558e-2	1	1.247384e-4	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	30	MRPL48
TreeFam	TF105274	transducer of ERBB2	128	2.617067e-2	1.000000e+0	1.000000e+0	3.771091e+1	2.651753e-2	1	1.274881e-4	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	38	TOB1
TreeFam	TF323538	Ninjurin-1 Ninjurin-2	129	2.649063e-2	1.000000e+0	1.000000e+0	3.724936e+1	2.684610e-2	1	1.290678e-4	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	31	NINJ2
TreeFam	TF300059	Clathrin heavy chain 2 1	130	2.722664e-2	1.000000e+0	1.000000e+0	3.622883e+1	2.760232e-2	1	1.327035e-4	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	30	CLTC
TreeFam	TF300391	ENO2/ENO1/ENO1P./ENO3	131	2.753693e-2	1.000000e+0	1.000000e+0	3.581495e+1	2.792130e-2	1	1.342370e-4	4.807692e-3	181	6.679459e-2	1.000000e+0	1.000000e+0	1.459211e+1	6.853021e-2	1	4	3.289474e-3	2.500000e-1	41	ENO3
TreeFam	TF333393	Ribonuclease precursor	132	2.785771e-2	1.000000e+0	1.000000e+0	3.539675e+1	2.825118e-2	1	1.358230e-4	4.807692e-3	248	1.587399e-1	1.000000e+0	1.000000e+0	5.836842e+0	1.713255e-1	1	10	3.289474e-3	1.000000e-1	32	RNASE4
TreeFam	TF330966	chemokine receptor type C-C	133	2.832528e-2	1.000000e+0	1.000000e+0	7.700731e+0	2.597156e-1	2	1.248633e-3	9.615385e-3	268	3.044885e-1	1.000000e+0	1.000000e+0	2.779449e+0	3.597836e-1	1	21	3.289474e-3	4.761905e-2	31,51	CCR7
TreeFam	TF317607	Putative RNA-binding protein Luc7-like 1 2	134	2.873711e-2	1.000000e+0	1.000000e+0	3.429818e+1	2.915606e-2	1	1.401734e-4	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	33	LUC7L2
TreeFam	TF332664	Zinc finger protein	135	2.903124e-2	1.000000e+0	1.000000e+0	3.394560e+1	2.945890e-2	1	1.416293e-4	4.807692e-3	207	8.278639e-2	1.000000e+0	1.000000e+0	1.167368e+1	8.566276e-2	1	5	3.289474e-3	2.000000e-1	38	ZFP91
TreeFam	TF101104	glycogen synthase kinase 3	136	2.911016e-2	1.000000e+0	1.000000e+0	3.385220e+1	2.954017e-2	1	1.420201e-4	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	33	GSK3A
TreeFam	TF351632	Tyrosine-protein phosphatase non-receptor type 6 11	137	2.960147e-2	1.000000e+0	1.000000e+0	3.328201e+1	3.004626e-2	1	1.444532e-4	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	30	PTPN6
TreeFam	TF350445	Transcription initiation factor IIA subunit 1 [Contains: alpha chain ; beta (TFIIA p19 subuni	138	3.155554e-2	1.000000e+0	1.000000e+0	3.118989e+1	3.206168e-2	1	1.541427e-4	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	32	GTF2A1
TreeFam	TF300309	Glycogen phosphorylase, form	139	3.165256e-2	1.000000e+0	1.000000e+0	3.109274e+1	3.216185e-2	1	1.546243e-4	4.807692e-3	142	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	57	PYGB
TreeFam	TF313435	N-terminal kinase-like protein Protein-associating with the carboxyl-terminal domain of ezrin	140	3.172092e-2	1.000000e+0	1.000000e+0	3.102465e+1	3.223243e-2	1	1.549636e-4	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	36	SCYL1
TreeFam	TF318394	Inositol-trisphosphate 3-kinase	141	3.178442e-2	1.000000e+0	1.000000e+0	3.096167e+1	3.229800e-2	1	1.552788e-4	4.807692e-3	142	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	61	ITPKC
TreeFam	TF313251	Stearoyl-CoA desaturase 5 Acyl-CoA (Delta(9)-desaturase)	142	3.189380e-2	1.000000e+0	1.000000e+0	3.085376e+1	3.241096e-2	1	1.558219e-4	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	31	SCD
TreeFam	TF327119	Protein	143	3.237618e-2	1.000000e+0	1.000000e+0	3.038657e+1	3.290928e-2	1	1.582177e-4	4.807692e-3	142	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	35	SMG7
TreeFam	TF313294	protein	144	3.267090e-2	1.000000e+0	1.000000e+0	3.010791e+1	3.321386e-2	1	1.596820e-4	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	33	LITAF
TreeFam	TF323870	Ataxin-10	145	3.375224e-2	1.000000e+0	1.000000e+0	2.912720e+1	3.433217e-2	1	1.650585e-4	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	34	ATXN10
TreeFam	TF105223	kinesin family member 3/17 (KRP85/95)	146	3.380584e-2	1.000000e+0	1.000000e+0	2.908022e+1	3.438763e-2	1	1.653252e-4	4.807692e-3	181	6.679459e-2	1.000000e+0	1.000000e+0	1.459211e+1	6.853021e-2	1	4	3.289474e-3	2.500000e-1	32	KIF3C
TreeFam	TF342971	Rab effector Noc2	147	3.434119e-2	1.000000e+0	1.000000e+0	2.861904e+1	3.494177e-2	1	1.679893e-4	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	35	RPH3AL
TreeFam	TF330127	THAP domain-containing protein	148	3.487764e-2	1.000000e+0	1.000000e+0	2.817111e+1	3.549736e-2	1	1.706604e-4	4.807692e-3	207	8.278639e-2	1.000000e+0	1.000000e+0	1.167368e+1	8.566276e-2	1	5	3.289474e-3	2.000000e-1	31	THAP8
TreeFam	TF313612	AN1-type zinc finger protein 6 5	149	3.836021e-2	1.000000e+0	1.000000e+0	2.556782e+1	3.911166e-2	1	1.880368e-4	4.807692e-3	89	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	30	ZFAND5
TreeFam	TF105745	HIV-1 rev binding protein 2	150	3.912935e-2	1.000000e+0	1.000000e+0	2.505534e+1	3.991164e-2	1	1.918829e-4	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	30	KRR1
TreeFam	TF332005	PiggyBac transposable element-derived protein 5	151	4.053967e-2	1.000000e+0	1.000000e+0	2.416615e+1	4.138019e-2	1	1.989432e-4	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	38	PGBD5
TreeFam	TF101069	Cell division cycle associated protein 4	152	4.156626e-2	1.000000e+0	1.000000e+0	2.355684e+1	4.245052e-2	1	2.040890e-4	4.807692e-3	181	6.679459e-2	1.000000e+0	1.000000e+0	1.459211e+1	6.853021e-2	1	4	3.289474e-3	2.500000e-1	31	SERTAD3
TreeFam	TF313173	AQP9/AQP7/AQP3/AL591379_F2/AQP10/AC129778_F3/AQP7P2.	153	4.176443e-2	1.000000e+0	1.000000e+0	2.344267e+1	4.265726e-2	1	2.050830e-4	4.807692e-3	181	6.679459e-2	1.000000e+0	1.000000e+0	1.459211e+1	6.853021e-2	1	4	3.289474e-3	2.500000e-1	38	AQP9
TreeFam	TF105122	dual specificity phosphatase 1/2/4-7/9/10	154	4.271638e-2	1.000000e+0	1.000000e+0	6.138610e+0	3.258067e-1	2	1.566378e-3	9.615385e-3	248	1.587399e-1	1.000000e+0	1.000000e+0	5.836842e+0	1.713255e-1	1	10	3.289474e-3	1.000000e-1	30,32	DUSP1
TreeFam	TF313387	STRN/STRN3/STRN4	155	4.302820e-2	1.000000e+0	1.000000e+0	2.273931e+1	4.397671e-2	1	2.114265e-4	4.807692e-3	142	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	38	STRN4
TreeFam	TF331744	PFN1/PFN2/PFN3	156	4.420040e-2	1.000000e+0	1.000000e+0	2.212287e+1	4.520209e-2	1	2.173178e-4	4.807692e-3	142	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	41	PFN1
TreeFam	TF333916	Tumor necrosis factor receptor superfamily member precursor	157	4.433132e-2	1.000000e+0	1.000000e+0	2.205604e+1	4.533905e-2	1	2.179762e-4	4.807692e-3	231	1.139552e-1	1.000000e+0	1.000000e+0	8.338346e+0	1.199279e-1	1	7	3.289474e-3	1.428571e-1	32	TNFRSF1A
TreeFam	TF332913	Protein DLN-1	158	4.456309e-2	1.000000e+0	1.000000e+0	2.193870e+1	4.558155e-2	1	2.191421e-4	4.807692e-3	13	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	32	C10orf140
TreeFam	TF318648	Signal transducer and activator of transcription	159	4.548561e-2	1.000000e+0	1.000000e+0	2.148350e+1	4.654735e-2	1	2.237853e-4	4.807692e-3	231	1.139552e-1	1.000000e+0	1.000000e+0	8.338346e+0	1.199279e-1	1	7	3.289474e-3	1.428571e-1	32	STAT6
